name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,cost,service_type,cuisine_count,price_range
Onesta,No,Yes,2.6,1090,Whitefield,Fine Dining,Burgers,"Mexican, South Indian, Fast Food, Desserts",800.0,Cafes,4,Moderate
Onesta,Yes,Yes,3.2,1206,Marathahalli,Cafe,Pizza,North Indian,800.0,Cafes,1,Moderate
Burger King,Yes,No,4.9,2167,Whitefield,Pub,Pizza,Chinese,2500.0,Drinks & nightlife,1,Very Expensive
Onesta,Yes,Yes,4.4,98,Jayanagar,Casual Dining,Pasta,"Beverages, Fast Food",1500.0,Cafes,2,Expensive
Empire Restaurant,No,No,2.8,2655,Mg Road,Bakery,Salad,Desserts,3000.0,Pubs and bars,1,Very Expensive
Resto_289,No,Yes,3.8,1491,Hsr Layout,Quick Service Restaurant,Pasta,Beverages,1500.0,Buffet,1,Expensive
Leon Grill,No,No,3.0,1630,Nan,Bar,Steak,"Desserts, Mexican, Italian, North Indian",1000.0,Delivery,4,Moderate
Nandhana Palace,Yes,Yes,2.6,696,Nan,Bar,Pasta,"Chinese, Continental, Beverages, Desserts",2500.0,Delivery,4,Very Expensive
Resto_671,No,Yes,2.5,1179,Whitefield,Bakery,Dosa,"Italian, South Indian, Continental, Beverages",3000.0,Dine-out,4,Very Expensive
Nandhana Palace,No,Yes,3.5,2063,Koramangala,Cafe,Steak,"Continental, South Indian, Fast Food, North Indian, Desserts",200.0,Cafes,5,Cheap
Resto_74,Yes,Yes,3.9,1989,Marathahalli,Bakery,Salad,"Italian, Beverages, Chinese",1200.0,Buffet,3,Expensive
Leon Grill,No,Yes,3.7,1374,Indiranagar,Casual Dining,Burgers,"South Indian, Mexican, Fast Food",1200.0,Buffet,3,Expensive
Leon Grill,Yes,No,3.5,949,Indiranagar,Pub,Steak,Fast Food,600.0,Dine-out,1,Moderate
Resto_171,Yes,No,4.1,977,Koramangala,Cafe,Dosa,Mexican,400.0,Pubs and bars,1,Cheap
Resto_155,Yes,No,2.4,1571,Mg Road,Cafe,Salad,"Beverages, South Indian, Fast Food, Italian",1000.0,Buffet,4,Moderate
Nandhana Palace,Yes,No,3.5,507,Koramangala,Bar,Salad,Desserts,1000.0,Drinks & nightlife,1,Moderate
Onesta,No,Yes,4.7,221,Jp Nagar,Quick Service Restaurant,Biryani,"Mexican, Continental",1200.0,Delivery,2,Expensive
Leon Grill,Yes,Yes,4.3,2857,Jp Nagar,Pub,Salad,Thai,3000.0,Buffet,1,Very Expensive
Resto_29,Yes,No,3.5,2567,Hsr Layout,Quick Service Restaurant,Pasta,"Chinese, Continental, Italian, South Indian",1200.0,Dine-out,4,Expensive
Resto_633,Yes,No,4.5,1885,Koramangala,Casual Dining,Dosa,Continental,400.0,Buffet,1,Cheap
Leon Grill,No,No,3.0,1630,Jayanagar,Bar,Steak,"Desserts, Mexican, Italian, North Indian",1000.0,Delivery,4,Moderate
Resto_428,No,No,4.8,2433,Koramangala,Quick Service Restaurant,Burgers,Fast Food,2000.0,Delivery,1,Expensive
Resto_792,Yes,No,2.3,2797,Jayanagar,Pub,Salad,"South Indian, Chinese, Desserts, Beverages, Continental",600.0,Pubs and bars,5,Moderate
Resto_796,Yes,Yes,3.1,1440,Koramangala,Bar,Burgers,"Beverages, Fast Food, South Indian, Continental",1200.0,Delivery,4,Expensive
Resto_106,No,Yes,2.1,1573,Mg Road,Cafe,Salad,"Thai, Fast Food",800.0,Cafes,2,Moderate
KFC,Yes,Yes,2.7,190,Indiranagar,Fine Dining,Pizza,"South Indian, Italian, Continental, North Indian",3000.0,Pubs and bars,4,Very Expensive
Resto_276,No,Yes,3.2,391,Indiranagar,Bakery,Pizza,"North Indian, Fast Food, Mexican, Continental, Beverages",400.0,Pubs and bars,5,Cheap
Resto_293,Yes,Yes,3.6,432,Jp Nagar,Fine Dining,Sushi,"Mexican, Chinese, South Indian, Fast Food",600.0,Pubs and bars,4,Moderate
Resto_909,No,Yes,4.5,1898,Hsr Layout,Quick Service Restaurant,Steak,"Italian, Desserts, Continental, South Indian, Thai",200.0,Drinks & nightlife,5,Cheap
KFC,No,No,3.5,2750,Jayanagar,Casual Dining,Steak,"South Indian, Desserts, Italian, Thai, Mexican",2000.0,Buffet,5,Expensive
Leon Grill,No,No,3.9,1268,Jp Nagar,Bakery,Biryani,"Italian, Chinese, Desserts, South Indian, Mexican",1500.0,Delivery,5,Expensive
Burger King,Yes,Yes,4.1,652,Indiranagar,Bakery,Salad,"Desserts, Fast Food, South Indian, Continental, Italian",1200.0,Cafes,5,Expensive
McDonald's,Yes,Yes,3.6,2206,Marathahalli,Pub,Pizza,"Italian, Mexican, Chinese, Continental, Thai",1500.0,Dine-out,5,Expensive
Onesta,Yes,No,2.5,331,Marathahalli,Quick Service Restaurant,Pasta,"Thai, North Indian",200.0,Buffet,2,Cheap
Resto_356,No,No,4.4,1840,Koramangala,Casual Dining,Salad,"North Indian, Thai, Fast Food",1500.0,Pubs and bars,3,Expensive
Resto_234,Yes,Yes,2.6,1814,Hsr Layout,Fine Dining,Pizza,"Fast Food, Beverages, Italian",800.0,Dine-out,3,Moderate
Leon Grill,No,No,4.5,546,Whitefield,Cafe,Burgers,"Thai, Continental, Italian, North Indian, Desserts",1200.0,Delivery,5,Expensive
Resto_813,Yes,No,3.6,1923,Whitefield,Fine Dining,Pasta,"Chinese, South Indian",2000.0,Cafes,2,Expensive
Pizza Hut,Yes,No,2.9,1851,Koramangala,Casual Dining,Salad,"Continental, Chinese, Beverages",3000.0,Buffet,3,Very Expensive
Burger King,Yes,No,3.1,2412,Indiranagar,Bakery,Dosa,"Continental, Desserts",800.0,Buffet,2,Moderate
Burger King,Yes,Yes,3.7,2120,Jayanagar,Quick Service Restaurant,Biryani,Continental,800.0,Pubs and bars,1,Moderate
Leon Grill,No,No,2.4,668,Koramangala,Quick Service Restaurant,Burgers,"Mexican, Thai, North Indian",1000.0,Pubs and bars,3,Moderate
Onesta,No,No,3.6,1210,Indiranagar,Cafe,Burgers,Continental,1500.0,Pubs and bars,1,Expensive
Onesta,No,No,3.1,171,Koramangala,Bakery,Sushi,"North Indian, Thai",200.0,Cafes,2,Cheap
Resto_971,No,No,2.2,887,Koramangala,Pub,Sushi,"Mexican, Chinese, South Indian, Fast Food",800.0,Delivery,4,Moderate
Resto_628,No,Yes,2.6,2429,Indiranagar,Casual Dining,Sushi,"Continental, North Indian, Mexican, South Indian",200.0,Drinks & nightlife,4,Cheap
Resto_666,Yes,No,4.9,2359,Marathahalli,Fine Dining,Dosa,"South Indian, Desserts",200.0,Buffet,2,Cheap
Burger King,No,No,3.2,667,Jayanagar,Pub,Pizza,"Desserts, Fast Food",600.0,Pubs and bars,2,Moderate
Burger King,No,No,4.5,566,Marathahalli,Fine Dining,Sushi,"Beverages, Thai, Continental",2500.0,Drinks & nightlife,3,Very Expensive
McDonald's,Yes,Yes,4.3,2344,Nan,Fine Dining,Pizza,"Fast Food, Italian, Beverages, Desserts, Continental",2000.0,Cafes,5,Expensive
McDonald's,No,No,3.6,1255,Jayanagar,Bar,Pasta,"Italian, Desserts, Thai",1000.0,Drinks & nightlife,3,Moderate
Resto_636,No,Yes,3.3,227,Indiranagar,Quick Service Restaurant,Pizza,"Desserts, South Indian, Italian, Mexican",2500.0,Cafes,4,Very Expensive
Resto_117,Yes,No,3.4,2790,Jayanagar,Casual Dining,Sushi,"South Indian, Mexican, Desserts, Italian, Thai",800.0,Drinks & nightlife,5,Moderate
Resto_562,Yes,Yes,2.6,475,Koramangala,Fine Dining,Pasta,"Fast Food, Thai, Beverages",400.0,Cafes,3,Cheap
Pizza Hut,No,No,4.2,1391,Marathahalli,Fine Dining,Burgers,"Fast Food, North Indian, Desserts, Beverages",1000.0,Drinks & nightlife,4,Moderate
Pizza Hut,Yes,No,2.1,2568,Whitefield,Fine Dining,Pasta,"Desserts, Italian, Mexican",1000.0,Cafes,3,Moderate
Resto_769,No,No,3.5,1725,Marathahalli,Bakery,Burgers,"South Indian, Continental, North Indian",400.0,Pubs and bars,3,Cheap
McDonald's,Yes,No,4.6,2981,Whitefield,Casual Dining,Salad,"Mexican, Italian, Continental, Thai",600.0,Dine-out,4,Moderate
Resto_654,Yes,No,3.1,346,Koramangala,Quick Service Restaurant,Burgers,"Mexican, Desserts, North Indian, Fast Food, Italian",1500.0,Cafes,5,Expensive
Nandhana Palace,No,No,3.9,826,Whitefield,Cafe,Pizza,"Continental, Italian, Beverages, Mexican",1200.0,Cafes,4,Expensive
Resto_377,Yes,Yes,2.8,718,Jayanagar,Cafe,Dosa,"Chinese, North Indian",1200.0,Drinks & nightlife,2,Expensive
Resto_817,No,Yes,2.1,2556,Koramangala,Fine Dining,Steak,"North Indian, Continental, Mexican, Chinese, Italian",1500.0,Drinks & nightlife,5,Expensive
Resto_736,No,No,4.7,2655,Jayanagar,Bar,Burgers,"Desserts, South Indian, Fast Food, Italian, North Indian",400.0,Dine-out,5,Cheap
KFC,Yes,No,3.8,2538,Mg Road,Cafe,Steak,"North Indian, Chinese",800.0,Dine-out,2,Moderate
Leon Grill,No,Yes,2.4,1432,Whitefield,Fine Dining,Pasta,"South Indian, Chinese, Continental, Desserts",1500.0,Pubs and bars,4,Expensive
Empire Restaurant,Yes,Yes,3.2,1992,Koramangala,Bar,Sushi,"North Indian, Beverages, Thai, Fast Food, Continental",1500.0,Buffet,5,Expensive
Resto_826,No,No,3.3,1651,Marathahalli,Bar,Pasta,"Desserts, South Indian, Beverages, Thai",1500.0,Drinks & nightlife,4,Expensive
Resto_484,No,Yes,4.8,2002,Hsr Layout,Fine Dining,Steak,Desserts,3000.0,Pubs and bars,1,Very Expensive
Leon Grill,No,Yes,4.8,2783,Koramangala,Quick Service Restaurant,Salad,"North Indian, Continental, Beverages",2500.0,Pubs and bars,3,Very Expensive
KFC,Yes,No,4.0,691,Koramangala,Bakery,Biryani,"Mexican, Continental, South Indian, North Indian, Desserts",600.0,Pubs and bars,5,Moderate
Resto_638,No,Yes,4.4,606,Koramangala,Quick Service Restaurant,Biryani,"Chinese, Mexican, North Indian, Continental",1000.0,Drinks & nightlife,4,Moderate
Empire Restaurant,No,Yes,4.0,941,Mg Road,Fine Dining,Pizza,"Continental, Beverages, Fast Food, Thai, Chinese",1000.0,Pubs and bars,5,Moderate
Resto_937,Yes,Yes,4.1,802,Hsr Layout,Cafe,Pasta,"Continental, Desserts",200.0,Delivery,2,Cheap
Resto_657,No,Yes,4.2,1211,Jp Nagar,Pub,Pizza,"North Indian, Continental, Thai, South Indian",1000.0,Drinks & nightlife,4,Moderate
Empire Restaurant,No,Yes,3.4,446,Whitefield,Quick Service Restaurant,Burgers,"Chinese, Fast Food",2500.0,Delivery,2,Very Expensive
Nandhana Palace,Yes,Yes,4.0,463,Marathahalli,Bakery,Pizza,"South Indian, North Indian, Fast Food, Continental, Chinese",600.0,Dine-out,5,Moderate
Resto_956,No,Yes,4.8,2506,Marathahalli,Bar,Biryani,"Mexican, Chinese, Desserts",2500.0,Delivery,3,Very Expensive
Pizza Hut,Yes,No,4.5,1953,Mg Road,Quick Service Restaurant,Burgers,"Desserts, Italian",2000.0,Pubs and bars,2,Expensive
KFC,No,Yes,4.5,2362,Hsr Layout,Bakery,Dosa,"Italian, North Indian, Mexican, Chinese, Continental",1500.0,Drinks & nightlife,5,Expensive
Leon Grill,Yes,Yes,3.0,1746,Marathahalli,Cafe,Salad,"South Indian, Fast Food, Mexican, Italian",200.0,Buffet,4,Cheap
Nandhana Palace,Yes,Yes,3.1,1133,Indiranagar,Quick Service Restaurant,Biryani,Fast Food,800.0,Delivery,1,Moderate
Nandhana Palace,No,No,3.9,2515,Jayanagar,Bar,Salad,"South Indian, Desserts, Fast Food, Chinese, Continental",3000.0,Drinks & nightlife,5,Very Expensive
Leon Grill,Yes,No,4.5,508,Jayanagar,Quick Service Restaurant,Dosa,"South Indian, Thai",800.0,Delivery,2,Moderate
Nandhana Palace,No,No,3.2,1356,Whitefield,Casual Dining,Steak,"South Indian, Desserts",400.0,Cafes,2,Cheap
KFC,Yes,Yes,3.1,1043,Indiranagar,Quick Service Restaurant,Dosa,"Continental, Mexican, North Indian, Desserts, Fast Food",400.0,Dine-out,5,Cheap
Burger King,Yes,Yes,2.6,629,Nan,Casual Dining,Sushi,"Italian, South Indian, Continental, Thai",2500.0,Cafes,4,Very Expensive
Onesta,No,Yes,3.8,813,Hsr Layout,Pub,Sushi,Italian,2000.0,Dine-out,1,Expensive
Resto_108,Yes,No,2.8,1498,Mg Road,Quick Service Restaurant,Sushi,Mexican,200.0,Buffet,1,Cheap
Resto_455,No,No,2.1,585,Jayanagar,Bar,Biryani,"Mexican, North Indian, Continental, South Indian, Chinese",600.0,Delivery,5,Moderate
Resto_926,Yes,No,2.4,2966,Indiranagar,Bar,Burgers,"Thai, Mexican, Beverages",2500.0,Pubs and bars,3,Very Expensive
Pizza Hut,Yes,Yes,4.6,2266,Jayanagar,Quick Service Restaurant,Salad,"Fast Food, Italian, Thai",800.0,Drinks & nightlife,3,Moderate
McDonald's,Yes,Yes,4.1,1730,Hsr Layout,Quick Service Restaurant,Steak,"Mexican, South Indian",3000.0,Delivery,2,Very Expensive
KFC,Yes,Yes,2.4,2990,Mg Road,Quick Service Restaurant,Biryani,"Thai, South Indian, Italian, Beverages",400.0,Pubs and bars,4,Cheap
Empire Restaurant,No,Yes,4.1,2771,Indiranagar,Pub,Burgers,"North Indian, Fast Food, Chinese, Desserts",800.0,Pubs and bars,4,Moderate
Nandhana Palace,No,Yes,3.4,1369,Whitefield,Casual Dining,Sushi,North Indian,2500.0,Drinks & nightlife,1,Very Expensive
Empire Restaurant,Yes,Yes,3.6,2161,Marathahalli,Bar,Pasta,"Thai, Continental",800.0,Cafes,2,Moderate
Resto_332,Yes,Yes,3.8,1488,Mg Road,Cafe,Sushi,"Thai, Desserts, Beverages",200.0,Cafes,3,Cheap
Resto_919,No,No,3.2,107,Whitefield,Quick Service Restaurant,Sushi,"Chinese, South Indian",2500.0,Delivery,2,Very Expensive
Burger King,Yes,Yes,4.3,336,Marathahalli,Bar,Pasta,Mexican,1000.0,Drinks & nightlife,1,Moderate
Pizza Hut,No,Yes,4.1,1508,Hsr Layout,Pub,Sushi,"Beverages, South Indian, Continental, Fast Food, Thai",600.0,Delivery,5,Moderate
Empire Restaurant,Yes,Yes,4.5,2907,Whitefield,Fine Dining,Burgers,"Italian, Continental, North Indian, Thai",1000.0,Pubs and bars,4,Moderate
Burger King,Yes,Yes,2.6,1146,Whitefield,Casual Dining,Pasta,"Desserts, Fast Food, Continental, Italian",600.0,Pubs and bars,4,Moderate
Nandhana Palace,No,Yes,3.8,729,Mg Road,Pub,Dosa,"Fast Food, South Indian, Mexican",600.0,Drinks & nightlife,3,Moderate
Pizza Hut,Yes,No,3.2,1746,Nan,Fine Dining,Pizza,"Thai, Chinese",1000.0,Dine-out,2,Moderate
Resto_528,Yes,No,4.0,1959,Hsr Layout,Bakery,Burgers,"Mexican, North Indian, Thai",600.0,Pubs and bars,3,Moderate
Burger King,No,No,2.2,1756,Hsr Layout,Pub,Dosa,"Beverages, South Indian",800.0,Pubs and bars,2,Moderate
Burger King,Yes,No,2.6,1147,Koramangala,Bakery,Sushi,"South Indian, North Indian, Italian",1000.0,Delivery,3,Moderate
Resto_548,No,Yes,2.0,1764,Marathahalli,Cafe,Pizza,Beverages,2500.0,Cafes,1,Very Expensive
Leon Grill,Yes,No,3.8,1174,Marathahalli,Casual Dining,Dosa,"Beverages, Chinese",1000.0,Drinks & nightlife,2,Moderate
Burger King,No,Yes,4.3,1887,Koramangala,Bakery,Biryani,"North Indian, Italian, South Indian, Fast Food",1200.0,Pubs and bars,4,Expensive
Nandhana Palace,Yes,No,3.9,818,Whitefield,Bar,Burgers,"Continental, Fast Food",600.0,Buffet,2,Moderate
Empire Restaurant,No,No,4.5,1514,Mg Road,Quick Service Restaurant,Pizza,Continental,1200.0,Dine-out,1,Expensive
Nandhana Palace,No,No,2.9,782,Hsr Layout,Casual Dining,Steak,"Thai, Desserts, Continental, Beverages, North Indian",2000.0,Cafes,5,Expensive
Onesta,No,No,3.2,30,Marathahalli,Bar,Biryani,"Beverages, Continental",1500.0,Delivery,2,Expensive
Onesta,No,No,3.1,973,Marathahalli,Pub,Burgers,"Thai, Desserts, Beverages",600.0,Dine-out,3,Moderate
KFC,Yes,No,4.6,268,Whitefield,Casual Dining,Steak,"South Indian, North Indian, Thai",200.0,Drinks & nightlife,3,Cheap
Resto_554,Yes,Yes,3.1,2150,Whitefield,Fine Dining,Steak,"Italian, Thai",1500.0,Pubs and bars,2,Expensive
Empire Restaurant,Yes,Yes,3.9,26,Mg Road,Cafe,Sushi,"Chinese, South Indian",200.0,Delivery,2,Cheap
Resto_189,Yes,Yes,4.5,297,Nan,Fine Dining,Steak,"Fast Food, Chinese, Thai, South Indian",1200.0,Pubs and bars,4,Expensive
Burger King,No,No,3.0,2684,Koramangala,Bar,Burgers,"South Indian, Thai, Desserts",3000.0,Dine-out,3,Very Expensive
Onesta,No,No,3.6,1862,Indiranagar,Quick Service Restaurant,Salad,"Thai, Chinese, Mexican",2500.0,Cafes,3,Very Expensive
Empire Restaurant,No,No,2.5,2403,Jp Nagar,Pub,Pizza,Mexican,1500.0,Dine-out,1,Expensive
KFC,No,No,4.5,1816,Whitefield,Quick Service Restaurant,Sushi,"Continental, Italian, Fast Food, South Indian, Thai",2500.0,Cafes,5,Very Expensive
Onesta,No,No,2.7,1889,Marathahalli,Pub,Pasta,"Chinese, Fast Food, Mexican, Thai, North Indian",1500.0,Buffet,5,Expensive
KFC,Yes,No,2.7,1616,Whitefield,Pub,Biryani,"Beverages, Continental, Italian, Desserts",1000.0,Pubs and bars,4,Moderate
Leon Grill,No,No,3.7,1524,Marathahalli,Quick Service Restaurant,Dosa,"South Indian, Desserts, Mexican",1200.0,Dine-out,3,Expensive
Nandhana Palace,No,No,4.5,2415,Whitefield,Pub,Dosa,"Beverages, Chinese",2000.0,Pubs and bars,2,Expensive
KFC,Yes,Yes,3.0,1699,Indiranagar,Pub,Sushi,"Fast Food, Beverages",200.0,Cafes,2,Cheap
Resto_927,No,No,3.9,2712,Hsr Layout,Bakery,Biryani,"Continental, Mexican, North Indian, South Indian",200.0,Delivery,4,Cheap
Resto_752,No,Yes,3.7,1859,Mg Road,Casual Dining,Sushi,"Fast Food, Continental, North Indian, Beverages",1500.0,Cafes,4,Expensive
Leon Grill,No,Yes,3.3,2079,Hsr Layout,Pub,Steak,"Fast Food, Desserts, South Indian",1000.0,Pubs and bars,3,Moderate
Resto_448,No,Yes,3.3,840,Marathahalli,Fine Dining,Steak,"Mexican, Italian, Continental",400.0,Pubs and bars,3,Cheap
Onesta,Yes,Yes,2.8,1844,Mg Road,Cafe,Pizza,"Fast Food, North Indian",3000.0,Pubs and bars,2,Very Expensive
Resto_379,No,No,2.8,2349,Jayanagar,Bar,Dosa,"Desserts, Thai, Chinese, Beverages, Italian",200.0,Delivery,5,Cheap
Pizza Hut,No,No,4.9,1399,Hsr Layout,Bakery,Pasta,"Thai, North Indian, South Indian, Fast Food, Beverages",3000.0,Cafes,5,Very Expensive
Empire Restaurant,No,No,3.0,243,Jayanagar,Cafe,Sushi,"Thai, North Indian, Italian, Desserts, Beverages",3000.0,Delivery,5,Very Expensive
Resto_282,Yes,Yes,2.8,512,Marathahalli,Fine Dining,Burgers,Italian,400.0,Drinks & nightlife,1,Cheap
KFC,Yes,No,4.5,717,Marathahalli,Fine Dining,Burgers,"Thai, South Indian",1000.0,Buffet,2,Moderate
Burger King,No,No,2.1,1995,Hsr Layout,Bar,Salad,Italian,1500.0,Buffet,1,Expensive
Onesta,Yes,Yes,4.8,1140,Jayanagar,Casual Dining,Salad,"South Indian, Fast Food, Mexican",1200.0,Pubs and bars,3,Expensive
KFC,No,No,4.3,1133,Koramangala,Pub,Pasta,"South Indian, Continental, Beverages, North Indian",1500.0,Drinks & nightlife,4,Expensive
Onesta,No,No,3.7,999,Jp Nagar,Cafe,Steak,"Italian, Desserts, Thai",400.0,Drinks & nightlife,3,Cheap
Onesta,Yes,Yes,3.8,1652,Mg Road,Bakery,Burgers,"North Indian, Fast Food, Italian, Thai",1200.0,Delivery,4,Expensive
McDonald's,Yes,Yes,3.8,373,Jayanagar,Bakery,Steak,"Mexican, Chinese, Beverages, South Indian, Desserts",1200.0,Cafes,5,Expensive
Pizza Hut,No,Yes,4.7,1804,Marathahalli,Bar,Dosa,"Mexican, Beverages, Fast Food",600.0,Delivery,3,Moderate
Leon Grill,Yes,No,2.4,1191,Jp Nagar,Pub,Salad,"North Indian, Mexican, Italian, Chinese",3000.0,Delivery,4,Very Expensive
Empire Restaurant,No,Yes,4.9,683,Jp Nagar,Cafe,Steak,South Indian,3000.0,Dine-out,1,Very Expensive
Resto_360,Yes,No,2.0,1994,Indiranagar,Casual Dining,Steak,South Indian,400.0,Pubs and bars,1,Cheap
Resto_161,Yes,No,3.1,309,Indiranagar,Bakery,Salad,"Continental, Thai, Desserts, Italian, South Indian",3000.0,Pubs and bars,5,Very Expensive
Empire Restaurant,No,Yes,4.8,303,Jp Nagar,Cafe,Biryani,"South Indian, Chinese, Beverages, Fast Food",3000.0,Cafes,4,Very Expensive
Empire Restaurant,No,Yes,2.4,39,Marathahalli,Bar,Dosa,"Thai, Italian, Mexican",1500.0,Drinks & nightlife,3,Expensive
Burger King,Yes,No,4.9,2228,Koramangala,Pub,Burgers,Fast Food,200.0,Pubs and bars,1,Cheap
Pizza Hut,No,Yes,2.5,376,Mg Road,Cafe,Salad,"Mexican, North Indian",800.0,Cafes,2,Moderate
Empire Restaurant,Yes,No,2.2,837,Whitefield,Cafe,Steak,"Continental, Fast Food",1200.0,Dine-out,2,Expensive
McDonald's,Yes,No,4.3,1771,Indiranagar,Bar,Burgers,"Mexican, Italian, South Indian, Chinese, Continental",2000.0,Pubs and bars,5,Expensive
Pizza Hut,Yes,No,4.1,2753,Jayanagar,Cafe,Pizza,"South Indian, Continental, Thai, North Indian",400.0,Pubs and bars,4,Cheap
Pizza Hut,Yes,No,3.9,2094,Jayanagar,Bakery,Pizza,"Thai, Mexican",1500.0,Drinks & nightlife,2,Expensive
Resto_347,Yes,Yes,3.8,1768,Whitefield,Quick Service Restaurant,Burgers,"Continental, Chinese, Fast Food",3000.0,Buffet,3,Very Expensive
Resto_454,No,Yes,4.7,1512,Indiranagar,Pub,Pizza,"Chinese, Fast Food, Thai, Continental",1000.0,Drinks & nightlife,4,Moderate
Onesta,Yes,No,4.0,250,Marathahalli,Cafe,Pizza,"North Indian, Chinese, South Indian, Beverages, Desserts",600.0,Pubs and bars,5,Moderate
KFC,Yes,No,3.8,161,Indiranagar,Cafe,Burgers,"Beverages, Italian, Desserts, Chinese, South Indian",1000.0,Dine-out,5,Moderate
Resto_178,Yes,Yes,3.5,2870,Jp Nagar,Bakery,Pizza,Fast Food,400.0,Buffet,1,Cheap
KFC,No,Yes,4.4,1378,Indiranagar,Fine Dining,Salad,Chinese,1200.0,Pubs and bars,1,Expensive
McDonald's,Yes,No,2.6,2695,Whitefield,Fine Dining,Pizza,"Thai, North Indian, Chinese, Desserts, Italian",1000.0,Pubs and bars,5,Moderate
Resto_787,No,Yes,2.2,260,Mg Road,Fine Dining,Pasta,"Italian, Fast Food",3000.0,Delivery,2,Very Expensive
Resto_818,No,No,2.4,1418,Whitefield,Pub,Pizza,"Desserts, Continental",1000.0,Pubs and bars,2,Moderate
Pizza Hut,No,Yes,3.9,728,Jp Nagar,Fine Dining,Dosa,Thai,2500.0,Cafes,1,Very Expensive
McDonald's,Yes,No,3.3,2035,Indiranagar,Bar,Pizza,"Italian, Continental, Beverages, North Indian, South Indian",3000.0,Pubs and bars,5,Very Expensive
Resto_604,Yes,Yes,2.3,888,Koramangala,Quick Service Restaurant,Burgers,"Italian, Chinese",600.0,Delivery,2,Moderate
Leon Grill,Yes,No,2.5,1611,Jp Nagar,Casual Dining,Pizza,"Beverages, Desserts, Chinese",1000.0,Buffet,3,Moderate
Leon Grill,Yes,No,3.1,712,Whitefield,Bakery,Salad,"North Indian, Continental, Beverages, Chinese, Italian",3000.0,Cafes,5,Very Expensive
McDonald's,No,Yes,2.1,36,Marathahalli,Casual Dining,Dosa,"Desserts, Beverages, Italian",1500.0,Buffet,3,Expensive
Burger King,Yes,Yes,3.6,1778,Jp Nagar,Casual Dining,Pizza,"South Indian, Mexican, Thai, Continental, Desserts",600.0,Buffet,5,Moderate
KFC,Yes,No,2.9,1557,Koramangala,Quick Service Restaurant,Steak,Fast Food,2500.0,Drinks & nightlife,1,Very Expensive
Nandhana Palace,Yes,No,3.4,827,Jayanagar,Casual Dining,Sushi,"Italian, Mexican",2500.0,Cafes,2,Very Expensive
Pizza Hut,Yes,No,3.7,315,Marathahalli,Bakery,Pizza,"Thai, North Indian, Desserts, Mexican, Continental",600.0,Buffet,5,Moderate
Resto_587,No,Yes,4.5,2740,Indiranagar,Quick Service Restaurant,Steak,"Desserts, Beverages, Fast Food, North Indian",400.0,Cafes,4,Cheap
KFC,Yes,No,2.4,1728,Koramangala,Casual Dining,Burgers,"South Indian, Desserts",2000.0,Dine-out,2,Expensive
Resto_331,No,No,4.4,2920,Indiranagar,Bar,Salad,"Fast Food, South Indian, Chinese, Mexican",2000.0,Cafes,4,Expensive
Pizza Hut,Yes,Yes,4.3,1270,Jayanagar,Quick Service Restaurant,Steak,Thai,2500.0,Cafes,1,Very Expensive
Empire Restaurant,No,No,3.4,1357,Mg Road,Quick Service Restaurant,Biryani,"Continental, South Indian, North Indian",3000.0,Pubs and bars,3,Very Expensive
Resto_300,No,Yes,3.4,811,Marathahalli,Bakery,Pizza,"Italian, Beverages, Fast Food, Chinese, North Indian",1000.0,Delivery,5,Moderate
Onesta,Yes,No,4.2,2079,Indiranagar,Bar,Biryani,"Beverages, Italian, South Indian",1200.0,Buffet,3,Expensive
Pizza Hut,Yes,No,3.3,967,Jp Nagar,Casual Dining,Salad,"Beverages, Thai, North Indian",1500.0,Delivery,3,Expensive
McDonald's,No,No,2.3,172,Marathahalli,Cafe,Burgers,Italian,800.0,Cafes,1,Moderate
Resto_481,No,Yes,2.6,1163,Jayanagar,Cafe,Dosa,"South Indian, Thai, Italian",600.0,Delivery,3,Moderate
Resto_323,No,No,2.9,2075,Jp Nagar,Bar,Pasta,Chinese,1200.0,Dine-out,1,Expensive
Resto_904,No,Yes,2.2,1362,Jp Nagar,Pub,Burgers,"Desserts, Mexican",1500.0,Cafes,2,Expensive
Nandhana Palace,Yes,Yes,2.3,841,Jp Nagar,Cafe,Sushi,"Desserts, Beverages, Fast Food",400.0,Dine-out,3,Cheap
Empire Restaurant,No,Yes,2.4,2408,Indiranagar,Casual Dining,Biryani,"Chinese, Continental, Thai, Italian, South Indian",1500.0,Dine-out,5,Expensive
Burger King,Yes,Yes,2.8,307,Mg Road,Pub,Biryani,Mexican,400.0,Drinks & nightlife,1,Cheap
Resto_275,Yes,No,2.8,1095,Mg Road,Quick Service Restaurant,Pasta,"Thai, Beverages, Desserts, Italian",600.0,Pubs and bars,4,Moderate
KFC,Yes,No,3.8,578,Koramangala,Bakery,Biryani,"Beverages, North Indian, Continental, Chinese, Fast Food",1000.0,Cafes,5,Moderate
KFC,No,Yes,2.1,1151,Jp Nagar,Cafe,Burgers,Fast Food,1000.0,Cafes,1,Moderate
Pizza Hut,No,Yes,2.8,487,Jayanagar,Cafe,Dosa,Beverages,800.0,Dine-out,1,Moderate
Onesta,No,Yes,4.0,727,Koramangala,Bar,Dosa,"Desserts, North Indian, South Indian, Chinese, Beverages",1500.0,Pubs and bars,5,Expensive
